,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
7068,2019177018,9016 N Lathrop Dr,Gashland,H,64155.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/8/2019,11:10 AM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"9016 N Lathrop Dr64155
(39.257697, -94.56244)",Clay,39.257697,-94.56244,91778,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177018
7069,2019177223,8932 NE Sammy Ln,Gashland,H,64155.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/8/2019,3:15 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"8932 NE Sammy Ln64155
(39.256611, -94.567297)",Clay,39.256611,-94.567297,92250,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177223
7070,2019177203,5922 Norfleet Rd,Little Blue,H,64133.0,East,5.0,BOT,3808,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor South,Missed by Contractor South,10/8/2019,2:46 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"5922 Norfleet Rd64133
(39.012644, -94.431308)",Jackson,39.012644,-94.431308,64414,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177203
7071,2019177370,10450 NE Reinking Rd,Shoal Creek,H,64156.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/8/2019,6:24 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"10450 NE Reinking Rd64156
(39.282221, -94.502373)",Clay,39.282221,-94.502373,99489,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177370
7072,2019176875,5937 Holmes St,Western 49-63,H,64110.0,Metro,6.0,WEB,13543,Trash / Recycling,18208,3,3615,Dumping,Trash / Recycling Dumping,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Illegal Dumping,Trash / Recycling-Dumping-ROW Central,Right of Way Central,10/8/2019,8:54 AM,10,2019,RESOL,N,10/11/2019,10.0,2019.0,3.0,"5937 Holmes St64110
(39.01873, -94.57856)",Jackson,39.01873,-94.57856,105787,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176875
7073,2019176331,9949 N Cherry Dr,New Mark,H,64155.0,Shoal Creek,2.0,PHONE,30436,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/7/2019,10:18 AM,10,2019,RESOL,Y,10/9/2019,10.0,2019.0,2.0,"9949 N Cherry Dr64155
(39.275601, -94.571886)",Clay,39.275601,-94.571886,102722,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176331
7074,2019176160,5232 Oak St,Countryside,H,64112.0,Metro,4.0,EMAIL,4068,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,10/7/2019,6:22 AM,10,2019,RESOL,Y,10/9/2019,10.0,2019.0,2.0,"5232 Oak St64112
(39.030894, -94.583309)",Jackson,39.030894,-94.583309,144037,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176160
7075,2019179104,7820 N Chelsea Ave,Shoal Creek,H,64119.0,Shoal Creek,1.0,WEB,13543,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/14/2019,8:04 AM,10,2019,RESOL,N,10/15/2019,10.0,2019.0,1.0,"7820 N Chelsea Ave64119
(39.235843, -94.522465)",Clay,39.235843,-94.522465,232404,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019179104
7076,2019179565,8830 N Holmes St,Gashland,H,64155.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/14/2019,3:45 PM,10,2019,RESOL,N,10/15/2019,10.0,2019.0,1.0,"8830 N Holmes St64155
(39.254705, -94.572024)",Clay,39.254705,-94.572024,92150,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019179565
7077,2019176161,5501 Wornall Rd,Countryside,H,64113.0,Metro,4.0,EMAIL,4068,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,10/7/2019,6:24 AM,10,2019,RESOL,Y,10/9/2019,10.0,2019.0,2.0,"5501 Wornall Rd64113
(39.027626, -94.592044)",Jackson,39.027626,-94.592044,144190,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176161
7078,2019176393,8400 NW Barry Rd,Prairie Point-Wildberry,H,64153.0,North,2.0,BOT,3808,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/7/2019,11:05 AM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"8400 NW Barry Rd64153
(39.248116, -94.678188)",Platte,39.248116,-94.678188,167914,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176393
7079,2019179493,401 NE 114th St,Nashua,H,64155.0,Shoal Creek,2.0,PHONE,30436,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/14/2019,2:41 PM,10,2019,RESOL,N,10/15/2019,10.0,2019.0,1.0,"401 NE 114th St64155
(39.299635, -94.57505)",Clay,39.299635,-94.57505,100778,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019179493
7080,2019179177,6501 N Brighton Ave,Ravenwood-Somerset,H,64119.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,0,4266,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/14/2019,9:14 AM,10,2019,RESOL,N,10/14/2019,10.0,2019.0,0.0,"6501 N Brighton Ave64119
(39.211296, -94.518654)",Clay,39.211296,-94.518654,88969,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019179177
7081,2019179142,7623 N Cypress Ave,Shoal Creek,H,64119.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,0,4266,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/14/2019,8:45 AM,10,2019,RESOL,N,10/14/2019,10.0,2019.0,0.0,"7623 N Cypress Ave64119
(39.231511, -94.526036)",Clay,39.231511,-94.526036,237488,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019179142
7082,2019177121,12705 E 59th St,Little Blue,H,64133.0,East,5.0,PHONE,30436,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor South,Missed by Contractor South,10/8/2019,1:07 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"12705 E 59th St64133
(39.014089, -94.431273)",Jackson,39.014089,-94.431273,64431,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177121
7083,2019178969,1010 W 64th Ter,Country Club District,H,64113.0,Metro,6.0,WEB,13543,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor South,Missed by Contractor South,10/12/2019,8:23 AM,10,2019,RESOL,N,10/14/2019,10.0,2019.0,2.0,"1010 W 64th Ter64113
(39.011652, -94.601044)",Jackson,39.01165200000001,-94.601044,109180,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178969
7084,2019177215,12603 E 59th St,Little Blue,H,64133.0,East,5.0,BOT,3808,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor South,Missed by Contractor South,10/8/2019,3:05 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"12603 E 59th St64133
(39.014154, -94.433224)",Jackson,39.014154,-94.433224,64394,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177215
7085,2019177333,804 NE 108th St,Nashua,H,64155.0,Shoal Creek,2.0,BOT,3808,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor North,Missed by Contractor North,10/8/2019,5:27 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,1.0,"804 NE 108th St64155
(39.290189, -94.569901)",Clay,39.290189,-94.569901,101727,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177333
7086,2019186401,13306 E 94th St,Highview Estates,H,64138.0,South,5.0,WEB,13543,Trash / Recycling,18208,1,9171,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor South,Missed by Contractor South,10/29/2019,5:32 PM,10,2019,RESOL,N,10/30/2019,10.0,2019.0,1.0,"13306 E 94th St64138
(38.951427, -94.427124)",Jackson,38.951427,-94.427124,214545,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186401
7087,2019185079,3 Dunford Cir,Sunset Hill West,H,64112.0,Metro,4.0,EMAIL,4068,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,10/26/2019,6:28 AM,10,2019,RESOL,N,10/28/2019,10.0,2019.0,2.0,"3 Dunford Cir64112
(39.029851, -94.606881)",Jackson,39.029851,-94.606881,142823,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019185079
7088,2019185077,6416 Morningside Dr,Morningside,H,64113.0,Metro,6.0,EMAIL,4068,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor South,Missed by Contractor South,10/26/2019,6:23 AM,10,2019,RESOL,N,10/28/2019,10.0,2019.0,2.0,"6416 Morningside Dr64113
(39.011166, -94.586562)",Jackson,39.011166,-94.586562,107050,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019185077
7089,2019185086,5921 Ward Pkwy,Country Club District,H,64113.0,Metro,6.0,WEB,13543,Trash / Recycling,18208,5,2293,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Missed by City,10/26/2019,9:19 AM,10,2019,RESOL,Y,10/31/2019,10.0,2019.0,5.0,"5921 Ward Pkwy64113
(39.020048, -94.601114)",Jackson,39.020048,-94.601114,108410,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019185086
7090,2019176670,7534 N Eastern Ave,Shoal Creek,H,64158.0,Shoal Creek,1.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,3:52 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"7534 N Eastern Ave64158
(39.231555, -94.492334)",Clay,39.231555,-94.492334,263595,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176670
7091,2019176209,4908 NW 61st Ter,Parkdale And Walden,H,64151.0,North,2.0,BOT,3808,Trash / Recycling,18208,0,4266,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,8:18 AM,10,2019,RESOL,N,10/7/2019,10.0,2019.0,0.0,"4908 NW 61st Ter64151
(39.206693, -94.638357)",Platte,39.206693,-94.638357,166139,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176209
7092,2019176699,3508 NW 93rd St,KCI & 2nd Creek,H,64154.0,North,2.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,4:23 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"3508 NW 93rd St64154
(39.261442, -94.621533)",Platte,39.261442,-94.621533,250178,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176699
7093,2019176700,12308 N Highland Ave,Outer Gashland-Nashua,H,64165.0,Shoal Creek,2.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,4:28 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"12308 N Highland Ave64165
(39.316801, -94.558169)",Clay,39.316801,-94.558169,235734,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176700
7094,2019176709,1803 NW 94th Ter,KCI & 2nd Creek,H,64155.0,North,2.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,4:36 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"1803 NW 94th Ter64155
(39.264692, -94.601967)",Platte,39.264692,-94.601967,260345,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176709
7095,2019176496,925 NE 108th Ter,Nashua,H,64155.0,Shoal Creek,2.0,PHONE,30436,Trash / Recycling,18208,0,4266,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,1:07 PM,10,2019,RESOL,N,10/7/2019,10.0,2019.0,0.0,"925 NE 108th Ter64155
(39.290379, -94.567851)",Clay,39.290379,-94.567851,101657,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176496
7096,2019176729,11811 N Campbell St,Nashua,H,64155.0,Shoal Creek,2.0,PHONE,30436,Trash / Recycling,18208,1,9171,Recycling,Trash / Recycling Recycling,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by Contractor North,Missed by Contractor North,10/7/2019,4:52 PM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"11811 N Campbell St64155
(39.307505, -94.567209)",Clay,39.307505,-94.567209,214032,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176729
7097,2019176263,11500 N Cherry Dr,Nashua,H,64155.0,Shoal Creek,2.0,PHONE,30436,Trash / Recycling,18208,1,9171,Services,Trash / Recycling Services,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-Administration,Trash / Recycling-Services-Service Issue / Problem,Service Issue / Problem,10/7/2019,9:09 AM,10,2019,RESOL,N,10/8/2019,10.0,2019.0,1.0,"11500 N Cherry Dr64155
(39.302057, -94.574105)",Clay,39.302057,-94.574105,100705,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176263
7098,2019176765,12604 E 59th Ter,Little Blue,H,64133.0,East,5.0,PHONE,30436,Trash / Recycling,18208,2,4179,Trash Collection,Trash / Recycling Trash Collection,TRASH_RECYCLING,VISIBLE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by Contractor South,Missed by Contractor South,10/7/2019,6:00 PM,10,2019,RESOL,N,10/9/2019,10.0,2019.0,2.0,"12604 E 59th Ter64133
(39.013648, -94.432338)",Jackson,39.013648,-94.432338,64422,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176765
